sample-id,score,group
ERR1389934,0.6187,NORMAL
ERR1389937,0.6664,NORMAL
ERR1389942,0.6853,NORMAL
ERR1389943,0.698,NORMAL
ERR1389944,0.7458,OTHER
ERR1389950,0.6839,NORMAL
ERR1389952,0.7075,NORMAL
ERR1389954,0.7822,OTHER
ERR1389962,0.7149,NORMAL
ERR1389963,0.8209,OTHER
ERR1389964,0.6127,NORMAL
ERR1389966,0.6589,NORMAL
ERR1389967,0.7663,OTHER
ERR1389968,0.6562,NORMAL
ERR1389969,0.6959,NORMAL
ERR1389980,0.7525,OTHER
ERR1389981,0.6684,NORMAL
ERR1389982,0.7973,OTHER
ERR1389983,0.8087,OTHER
ERR1389984,0.5939,NORMAL
ERR1389985,0.6136,NORMAL
ERR1389989,0.7933,OTHER
ERR1389990,0.8114,OTHER
ERR1389995,0.6768,NORMAL
ERR1389999,0.5489,NORMAL
ERR1390000,0.5218,NORMAL
ERR1390003,0.3722,NORMAL
ERR1390007,0.6237,NORMAL
ERR1390009,0.8602,OTHER
ERR1390010,0.7879,OTHER
ERR1390011,0.6542,NORMAL
ERR1390012,0.7007,NORMAL
ERR1390016,0.754,OTHER
ERR1390024,0.951,DEVIANT
ERR1390028,0.8441,OTHER
ERR1417413,0.7275,OTHER
ERR1417414,0.6342,NORMAL
ERR1417417,0.6025,NORMAL
ERR1417418,0.703,NORMAL
ERR1417420,0.6359,NORMAL
ERR1417424,0.757,OTHER
ERR1417430,0.6014,NORMAL
ERR1417432,0.7243,NORMAL
ERR1417433,0.7556,OTHER
ERR1417434,0.795,OTHER
ERR1417436,0.86,OTHER
ERR1417443,0.6776,NORMAL
ERR1417453,0.7136,NORMAL
ERR1417456,0.7263,OTHER
ERR1417460,0.6965,NORMAL
ERR1417464,0.6682,NORMAL
ERR1417469,0.7446,OTHER
ERR1417478,0.6234,NORMAL
ERR1417480,0.6057,NORMAL
ERR1417481,0.6291,NORMAL
ERR1417504,0.641,NORMAL
ERR1417509,0.8374,OTHER
ERR1417510,0.5819,NORMAL
ERR1417516,0.6667,NORMAL
ERR1417519,0.6937,NORMAL
ERR1417521,0.5864,NORMAL
ERR1417533,0.9055,DEVIANT
ERR1417534,0.7313,OTHER
ERR1417538,0.7415,OTHER
ERR1417541,0.6472,NORMAL
ERR1417545,0.8197,OTHER
ERR1417550,0.6309,NORMAL
ERR1417571,0.7193,NORMAL
ERR1417573,0.6665,NORMAL
ERR1417574,0.5837,NORMAL
ERR1417584,0.6883,NORMAL
ERR1417586,0.7539,OTHER
ERR1417589,0.7663,OTHER
ERR1417592,0.6232,NORMAL
ERR1417595,0.6328,NORMAL
ERR1417597,0.6014,NORMAL
ERR1417598,0.6532,NORMAL
ERR1417600,0.6406,NORMAL
ERR1417604,0.8023,OTHER
ERR1417607,0.7657,OTHER
ERR1417622,0.7451,OTHER
ERR1417623,0.8039,OTHER
ERR1417624,0.7536,OTHER
ERR1417626,0.7265,OTHER
ERR1417628,0.7073,NORMAL
ERR1417630,0.751,OTHER
ERR1417633,0.7729,OTHER
ERR1417639,0.8713,OTHER
ERR1417642,0.7153,NORMAL
ERR1417652,0.683,NORMAL
ERR1417653,0.6995,NORMAL
ERR1417655,0.7638,OTHER
ERR1417657,0.6704,NORMAL
ERR1417660,0.7323,OTHER
ERR1417661,0.8715,OTHER
ERR1417662,0.6745,NORMAL
ERR1417663,0.7393,OTHER
ERR1417664,0.7354,OTHER
ERR1417665,0.6179,NORMAL
ERR1458737,0.6784,NORMAL
ERR1458746,0.6831,NORMAL
ERR1458747,0.7635,OTHER
ERR1458752,0.7208,NORMAL
ERR1458760,0.6842,NORMAL
ERR1458772,0.8959,DEVIANT
ERR1458773,0.749,OTHER
ERR1458789,0.6737,NORMAL
ERR1458793,0.5885,NORMAL
ERR1458795,0.7725,OTHER
ERR1458797,0.7183,NORMAL
ERR1458799,0.992,DEVIANT
ERR1458806,0.6189,NORMAL
ERR1458808,0.6094,NORMAL
ERR1458813,0.6785,NORMAL
ERR1458818,0.6319,NORMAL
ERR1458819,0.7347,OTHER
ERR1458821,0.6989,NORMAL
ERR1458834,0.7805,OTHER
ERR1458838,0.6405,NORMAL
ERR1458849,0.7784,OTHER
ERR1458854,0.6941,NORMAL
ERR1458855,0.6453,NORMAL
ERR1458867,0.7412,OTHER
ERR1458875,0.7719,OTHER
ERR1458889,0.816,OTHER
ERR1458892,0.655,NORMAL
ERR1458899,0.6515,NORMAL
ERR1458905,0.6047,NORMAL
ERR1458906,0.7318,OTHER
ERR1458908,0.7036,NORMAL
ERR1458909,0.7305,OTHER
ERR1458914,0.6079,NORMAL
ERR1458915,0.4675,NORMAL
ERR1458919,0.7292,OTHER
ERR1458920,0.7065,NORMAL
ERR1458923,0.7894,OTHER
ERR1458925,0.6472,NORMAL
ERR1458930,0.7369,OTHER
ERR1458932,0.6235,NORMAL
ERR1458936,0.6312,NORMAL
ERR1458941,0.5452,NORMAL
ERR1458946,0.6479,NORMAL
ERR1458949,0.8398,OTHER
ERR1458963,0.7252,NORMAL
ERR1458977,0.6479,NORMAL
ERR1458981,0.6247,NORMAL
ERR1458993,0.6481,NORMAL
ERR1458995,0.8151,OTHER
ERR1458997,0.656,NORMAL
ERR1459004,0.7114,NORMAL
ERR1459005,0.8658,OTHER
ERR1459006,0.6787,NORMAL
ERR1459011,0.8188,OTHER
ERR1459014,0.7233,NORMAL
ERR1459018,0.7498,OTHER
ERR1459019,0.743,OTHER
ERR1459023,0.814,OTHER
ERR1459024,0.6833,NORMAL
ERR1459027,0.7348,OTHER
ERR1459031,0.6295,NORMAL
ERR1459034,0.6716,NORMAL
ERR1459037,0.6195,NORMAL
ERR1459042,0.7052,NORMAL
ERR1459046,0.678,NORMAL
ERR1459048,0.7511,OTHER
ERR1459052,0.6244,NORMAL
ERR1459054,0.7781,OTHER
ERR1459060,0.6073,NORMAL
ERR1459063,0.6914,NORMAL
ERR1459067,0.6912,NORMAL
ERR1459076,0.7975,OTHER
ERR1459077,0.7862,OTHER
ERR1459078,0.771,OTHER
ERR1459080,0.7123,NORMAL
ERR1459081,0.6766,NORMAL
ERR1459087,0.6682,NORMAL
ERR1459088,0.67,NORMAL
ERR1459089,0.6832,NORMAL
ERR1459098,0.5836,NORMAL
ERR1459105,0.6121,NORMAL
ERR1459108,0.7763,OTHER
ERR1459111,0.7472,OTHER
ERR1459113,0.6537,NORMAL
ERR1459115,0.6756,NORMAL
ERR1459116,0.771,OTHER
ERR1459117,0.6165,NORMAL
ERR1459119,0.7808,OTHER
ERR1459123,0.6646,NORMAL
ERR1459128,0.8437,OTHER
ERR1459135,0.677,NORMAL
ERR1459138,0.6855,NORMAL
ERR1459142,0.7576,OTHER
ERR1459144,0.6745,NORMAL
ERR1459151,0.6375,NORMAL
ERR1459164,0.7799,OTHER
ERR1459171,0.828,OTHER
ERR1459173,0.7658,OTHER
ERR1459178,0.7616,OTHER
ERR1459181,0.7502,OTHER
ERR1459182,0.6941,NORMAL
ERR1459183,0.7056,NORMAL
ERR1459184,0.7345,OTHER
ERR1459187,0.673,NORMAL
ERR1459190,0.7214,NORMAL
ERR1459191,0.9507,DEVIANT
ERR1459196,0.7051,NORMAL
ERR1459197,0.6728,NORMAL
ERR1459198,0.7627,OTHER
ERR1459199,0.7249,NORMAL
ERR1459206,0.9902,DEVIANT
ERR1459224,0.793,OTHER
ERR1459225,0.8359,OTHER
ERR1545704,0.8106,OTHER
ERR1545728,0.9913,DEVIANT
ERR1545730,0.9919,DEVIANT
ERR1545760,0.9903,DEVIANT
ERR1545865,0.7473,OTHER
ERR1545867,0.9963,DEVIANT
ERR1545868,0.9909,DEVIANT
ERR1545870,0.8883,DEVIANT
ERR1545881,0.8935,DEVIANT
ERR1545885,0.9944,DEVIANT
ERR1545886,0.99,DEVIANT
ERR1545926,0.9803,DEVIANT
ERR1545947,0.9909,DEVIANT
ERR1545991,0.9916,DEVIANT
ERR1545992,0.9854,DEVIANT
ERR1545993,0.9896,DEVIANT
ERR1546012,0.9955,DEVIANT
ERR1546013,0.9927,DEVIANT
ERR1546015,0.9539,DEVIANT
ERR1546028,0.9925,DEVIANT
ERR1546032,0.994,DEVIANT
ERR1546035,0.9928,DEVIANT
ERR1546042,0.9933,DEVIANT
ERR1546046,0.9897,DEVIANT
ERR1546049,0.9905,DEVIANT
ERR1546050,0.9884,DEVIANT
ERR1546052,0.9911,DEVIANT
ERR1546053,0.9916,DEVIANT
ERR1546055,0.994,DEVIANT
ERR1546056,0.9887,DEVIANT
ERR1546059,0.9924,DEVIANT
ERR1546060,0.9937,DEVIANT
ERR1546064,0.9938,DEVIANT
ERR1546067,0.9943,DEVIANT
ERR1546068,0.9938,DEVIANT
ERR1546070,0.9898,DEVIANT
ERR1551485,0.8057,OTHER
ERR1551500,0.8114,OTHER
ERR1551517,0.771,OTHER
ERR1551529,0.6274,NORMAL
ERR1551574,0.8207,OTHER
ERR1551589,0.7265,OTHER
ERR1551670,0.6152,NORMAL
ERR1551692,0.667,NORMAL
ERR1596984,0.7196,NORMAL
ERR1596990,0.6628,NORMAL
ERR1597001,0.802,OTHER
ERR1597002,0.7529,OTHER
ERR1597005,0.7819,OTHER
ERR1597006,0.6772,NORMAL
ERR1597011,0.6743,NORMAL
ERR1597012,0.9896,DEVIANT
ERR1597015,0.6129,NORMAL
ERR1597017,0.9035,DEVIANT
ERR1597037,0.6268,NORMAL
ERR1597048,0.7917,OTHER
ERR1597054,0.7932,OTHER
ERR1597056,0.8128,OTHER
ERR1597058,0.6947,NORMAL
ERR1597059,0.7542,OTHER
ERR1597070,0.6207,NORMAL
ERR1597074,0.6861,NORMAL
ERR1597083,0.6146,NORMAL
ERR1597092,0.6824,NORMAL
ERR1597103,0.6547,NORMAL
ERR1597111,0.7853,OTHER
ERR1597115,0.7259,OTHER
ERR1597121,0.6866,NORMAL
ERR1597140,0.7447,OTHER
ERR1597141,0.7537,OTHER
ERR1597143,0.712,NORMAL
ERR1597145,0.6088,NORMAL
ERR1597146,0.8728,OTHER
ERR1597198,0.81,OTHER
ERR1597230,0.7089,NORMAL
ERR1597233,0.68,NORMAL
ERR1597234,0.771,OTHER
ERR1597278,0.6758,NORMAL
ERR1678407,0.7502,OTHER
ERR1678408,0.7455,OTHER
ERR1678409,0.7029,NORMAL
ERR1678421,0.6004,NORMAL
ERR1678424,0.6663,NORMAL
ERR1678429,0.6478,NORMAL
ERR1678430,0.7402,OTHER
ERR1678431,0.792,OTHER
ERR1678434,0.7805,OTHER
ERR1678435,0.6756,NORMAL
ERR1678436,0.7109,NORMAL
ERR1678437,0.6488,NORMAL
ERR1678439,0.8306,OTHER
ERR1678440,0.6917,NORMAL
ERR1678441,0.6927,NORMAL
ERR1678444,0.7181,NORMAL
ERR1678447,0.6454,NORMAL
ERR1678448,0.6778,NORMAL
ERR1678451,0.7041,NORMAL
ERR1678452,0.7023,NORMAL
ERR1678455,0.7525,OTHER
ERR1678458,0.7877,OTHER
ERR1678459,0.9336,DEVIANT
ERR1678465,0.4897,NORMAL
ERR1678467,0.7269,OTHER
ERR1678469,0.7514,OTHER
ERR1678471,0.8427,OTHER
ERR1678475,0.6683,NORMAL
ERR1678476,0.7308,OTHER
ERR1678486,0.7572,OTHER
ERR1678487,0.6853,NORMAL
ERR1678491,0.754,OTHER
ERR1678492,0.6916,NORMAL
ERR1678493,0.7801,OTHER
ERR1678494,0.6381,NORMAL
ERR1842115,0.6665,NORMAL
ERR1842120,0.7191,NORMAL
ERR1842126,0.7235,NORMAL
ERR1842127,0.6913,NORMAL
ERR1842130,0.6097,NORMAL
ERR1842144,0.7459,OTHER
ERR1842147,0.6327,NORMAL
ERR1842157,0.7932,OTHER
ERR1842161,0.7849,OTHER
ERR1842163,0.7619,OTHER
ERR1842166,0.6963,NORMAL
ERR1842167,0.629,NORMAL
ERR1842173,0.7022,NORMAL
ERR1842179,0.7235,NORMAL
ERR1842195,0.836,OTHER
ERR1842197,0.8794,OTHER
ERR1842198,0.6623,NORMAL
ERR1842202,0.6798,NORMAL
ERR1842203,0.7384,OTHER
ERR1842205,0.6454,NORMAL
ERR1842206,0.696,NORMAL
ERR1842221,0.8204,OTHER
ERR1842223,0.6725,NORMAL
ERR1842225,0.6934,NORMAL
ERR1842230,0.744,OTHER
ERR1842237,0.6045,NORMAL
ERR1842238,0.7005,NORMAL
ERR1842239,0.7349,OTHER
ERR1842247,0.7383,OTHER
ERR1842248,0.6563,NORMAL
ERR1842250,0.7507,OTHER
ERR1842251,0.6468,NORMAL
ERR1842252,0.7699,OTHER
ERR1842262,0.6872,NORMAL
ERR1842263,0.7332,OTHER
ERR1842264,0.6895,NORMAL
ERR1842269,0.6499,NORMAL
ERR1842270,0.7731,OTHER
ERR1842274,0.7155,NORMAL
ERR1842280,0.7382,OTHER
ERR1842294,0.777,OTHER
ERR1842300,0.6274,NORMAL
ERR1842305,0.652,NORMAL
ERR1842306,0.7839,OTHER
ERR1842311,0.6606,NORMAL
ERR1842314,0.7634,OTHER
ERR1842323,0.6805,NORMAL
ERR1842326,0.5799,NORMAL
ERR1842327,0.5363,NORMAL
ERR1842330,0.8069,OTHER
ERR1842332,0.6081,NORMAL
ERR1842333,0.6543,NORMAL
ERR1842338,0.6745,NORMAL
ERR1842353,0.7122,NORMAL
ERR1842354,0.8967,DEVIANT
ERR1842358,0.6643,NORMAL
ERR1842368,0.7525,OTHER
ERR1842373,0.7288,OTHER
ERR1842374,0.7848,OTHER
ERR1842375,0.63,NORMAL
ERR1842377,0.6935,NORMAL
ERR1842379,0.6384,NORMAL
ERR1842380,0.6918,NORMAL
ERR1842384,0.6982,NORMAL
ERR1842388,0.7527,OTHER
ERR1842392,0.6631,NORMAL
ERR1842393,0.7502,OTHER
ERR1842395,0.6466,NORMAL
ERR1842396,0.6588,NORMAL
ERR1842398,0.7104,NORMAL
ERR1842402,0.6563,NORMAL
ERR1842403,0.6224,NORMAL
ERR1842407,0.6948,NORMAL
ERR1842414,0.6504,NORMAL
ERR1842416,0.5564,NORMAL
ERR1842418,0.7211,NORMAL
ERR1842431,0.735,OTHER
ERR1842436,0.7127,NORMAL
ERR1842440,0.6816,NORMAL
ERR1842442,0.6896,NORMAL
ERR1842448,0.6495,NORMAL
ERR1842450,0.5609,NORMAL
ERR1842463,0.5684,NORMAL
ERR1842467,0.7183,NORMAL
ERR1842469,0.6183,NORMAL
ERR1842472,0.7452,OTHER
ERR1842473,0.7684,OTHER
ERR1842481,0.6986,NORMAL
ERR1842492,0.7835,OTHER
ERR1842517,0.6285,NORMAL
ERR1842542,0.6483,NORMAL
ERR1842551,0.7396,OTHER
ERR1842566,0.63,NORMAL
ERR1842575,0.6472,NORMAL
ERR1842577,0.6248,NORMAL
ERR1842582,0.6653,NORMAL
ERR1842592,0.5782,NORMAL
ERR1842593,0.7007,NORMAL
ERR1842594,0.8435,OTHER
ERR1842596,0.7839,OTHER
ERR1842605,0.6404,NORMAL
ERR1842606,0.734,OTHER
ERR1842618,0.6942,NORMAL
ERR1842619,0.7292,OTHER
ERR1842621,0.6798,NORMAL
ERR1842625,0.8697,OTHER
ERR1842627,0.6607,NORMAL
ERR1842628,0.7571,OTHER
ERR1842629,0.8187,OTHER
ERR1842631,0.7369,OTHER
ERR1842636,0.6842,NORMAL
ERR1842637,0.6592,NORMAL
ERR1842638,0.5315,NORMAL
ERR1842639,0.8511,OTHER
ERR1842682,0.6766,NORMAL
ERR1842684,0.8186,OTHER
ERR1842692,0.8307,OTHER
ERR1842701,0.794,OTHER
ERR1842702,0.9038,DEVIANT
ERR1842705,0.8434,OTHER
ERR1842716,0.836,OTHER
ERR1842719,0.6702,NORMAL
ERR1842722,0.8932,DEVIANT
ERR1842723,0.767,OTHER
ERR1842725,0.7283,OTHER
ERR1842726,0.7465,OTHER
ERR1842727,0.9173,DEVIANT
ERR1842728,0.7725,OTHER
ERR1842729,0.6257,NORMAL
ERR1842731,0.7675,OTHER
ERR1842732,0.7011,NORMAL
ERR1842743,0.7542,OTHER
ERR1842745,0.7403,OTHER
ERR1842749,0.9055,DEVIANT
ERR1842751,0.7911,OTHER
ERR1842752,0.8061,OTHER
ERR1842754,0.7602,OTHER
ERR1842767,0.8123,OTHER
ERR1842768,0.7903,OTHER
ERR1842776,0.7499,OTHER
ERR1842780,0.804,OTHER
ERR1842781,0.7764,OTHER
ERR1842785,0.6675,NORMAL
ERR1842786,0.7386,OTHER
ERR1842789,0.7091,NORMAL
ERR1842791,0.7382,OTHER
ERR1842795,0.7312,OTHER
ERR1842797,0.7459,OTHER
ERR1842800,0.7893,OTHER
ERR1842803,0.6826,NORMAL
ERR1842806,0.7747,OTHER
ERR1842810,0.8056,OTHER
ERR1842811,0.8501,OTHER
ERR1842812,0.7913,OTHER
ERR1842813,0.858,OTHER
ERR1842833,0.8393,OTHER
ERR1842834,0.8784,OTHER
ERR1842835,0.6849,NORMAL
ERR1842847,0.7559,OTHER
ERR1842848,0.8397,OTHER
ERR1842849,0.7466,OTHER
ERR1842860,0.9173,DEVIANT
ERR1842868,0.7731,OTHER
ERR1842871,0.8041,OTHER
ERR1842875,0.8,OTHER
ERR1842880,0.683,NORMAL
ERR1842883,0.6988,NORMAL
ERR1842887,0.826,OTHER
ERR1842889,0.6246,NORMAL
ERR1842891,0.7727,OTHER
ERR1842905,0.7579,OTHER
ERR1842909,0.6895,NORMAL
ERR1845199,0.6486,NORMAL
ERR1845213,0.5697,NORMAL
ERR1845295,0.6485,NORMAL
ERR1845310,0.7662,OTHER
ERR1845332,0.7698,OTHER
ERR1845371,0.7355,OTHER
ERR1845383,0.7832,OTHER
ERR1845731,0.846,OTHER
ERR1845741,0.8168,OTHER
ERR1845747,0.872,OTHER
ERR1845748,0.7298,OTHER
ERR1845760,0.8533,OTHER
ERR1845763,0.7702,OTHER
ERR1845767,0.7731,OTHER
ERR1845769,0.8141,OTHER
ERR1845777,0.911,DEVIANT
ERR1845778,0.739,OTHER
ERR1845779,0.7275,OTHER
ERR1845784,0.7746,OTHER
ERR1845785,0.7831,OTHER
ERR1845787,0.8697,OTHER
ERR1845788,0.8837,OTHER
ERR1845805,0.6579,NORMAL
ERR1845819,0.7685,OTHER
ERR1845820,0.722,NORMAL
ERR1845824,0.9288,DEVIANT
ERR1845825,0.6962,NORMAL
ERR1845830,0.6333,NORMAL
ERR1845834,0.7703,OTHER
ERR1845838,0.7605,OTHER
ERR1845840,0.6881,NORMAL
ERR1845841,0.6644,NORMAL
ERR1845849,0.7801,OTHER
ERR1845853,0.7524,OTHER
ERR1845856,0.6717,NORMAL
ERR1845862,0.6769,NORMAL
ERR1845863,0.785,OTHER
ERR1845870,0.713,NORMAL
ERR1845878,0.7794,OTHER
ERR1845882,0.6441,NORMAL
ERR1845892,0.6747,NORMAL
ERR1845893,0.6968,NORMAL
ERR1845895,0.8105,OTHER
ERR1845897,0.8216,OTHER
ERR1845898,0.7824,OTHER
ERR1845900,0.7203,NORMAL
ERR1845902,0.706,NORMAL
ERR1845907,0.6256,NORMAL
ERR1845913,0.6253,NORMAL
ERR1845918,0.5128,NORMAL
ERR1845925,0.829,OTHER
ERR1845926,0.6787,NORMAL
ERR1845927,0.7571,OTHER
ERR1845928,0.7303,OTHER
ERR1845931,0.7856,OTHER
ERR1845932,0.8436,OTHER
ERR1845933,0.6576,NORMAL
ERR1845934,0.679,NORMAL
ERR1845937,0.7791,OTHER
ERR1845938,0.6802,NORMAL
ERR1845939,0.8796,OTHER
ERR1845943,0.6935,NORMAL
ERR1845944,0.7907,OTHER
ERR1845945,0.7188,NORMAL
ERR1845946,0.7676,OTHER
ERR1845948,0.7177,NORMAL
ERR1845953,0.7264,OTHER
ERR1845958,0.7334,OTHER
ERR1845961,0.7736,OTHER
ERR1845965,0.5529,NORMAL
ERR1845966,0.8631,OTHER
ERR1845967,0.7829,OTHER
ERR1845968,0.8653,OTHER
ERR1845969,0.6985,NORMAL
ERR1845974,0.915,DEVIANT
ERR1845980,0.7132,NORMAL
ERR1845986,0.7539,OTHER
ERR1845991,0.7072,NORMAL
ERR1845994,0.6781,NORMAL
ERR1845996,0.7096,NORMAL
ERR1845997,0.7487,OTHER
ERR1846002,0.6657,NORMAL
ERR1846011,0.7004,NORMAL
ERR1846013,0.6196,NORMAL
ERR1846020,0.703,NORMAL
ERR1846025,0.7011,NORMAL
ERR1846026,0.7891,OTHER
ERR1846029,0.988,DEVIANT
ERR1846034,0.7117,NORMAL
ERR1846038,0.7351,OTHER
ERR1846040,0.7019,NORMAL
ERR1846049,0.8225,OTHER
ERR1846050,0.7252,NORMAL
ERR1846054,0.7694,OTHER
ERR1846055,0.7652,OTHER
ERR1846068,0.7711,OTHER
ERR1846069,0.7843,OTHER
ERR1846070,0.6974,NORMAL
ERR1846071,0.8085,OTHER
ERR1846079,0.7738,OTHER
ERR1846086,0.8191,OTHER
ERR1846089,0.6396,NORMAL
ERR1846091,0.7164,NORMAL
ERR1846092,0.8061,OTHER
ERR1846095,0.7804,OTHER
ERR1846096,0.7735,OTHER
ERR1846112,0.8514,OTHER
ERR1846117,0.6228,NORMAL
ERR1846129,0.8782,OTHER
ERR1846130,0.7696,OTHER
ERR1846144,0.7356,OTHER
ERR1846147,0.6726,NORMAL
ERR1846149,0.6924,NORMAL
ERR1846151,0.5695,NORMAL
ERR1846174,0.8855,OTHER
ERR1846176,0.6994,NORMAL
ERR1846183,0.6859,NORMAL
ERR1846184,0.7076,NORMAL
ERR1846190,0.8168,OTHER
ERR1846191,0.6414,NORMAL
ERR1846193,0.7401,OTHER
ERR1846194,0.7055,NORMAL
ERR1846208,0.7707,OTHER
ERR1846209,0.6651,NORMAL
ERR1846214,0.6161,NORMAL
ERR1846215,0.6423,NORMAL
ERR1846217,0.8617,OTHER
ERR1846221,0.7834,OTHER
ERR1852402,0.7056,NORMAL
ERR1852404,0.5735,NORMAL
ERR1852428,0.8128,OTHER
ERR1852431,0.81,OTHER
ERR1852470,0.7287,OTHER
ERR2032136,0.6221,NORMAL
ERR2032141,0.9622,DEVIANT
ERR2032143,0.6949,NORMAL
ERR2032144,0.8982,DEVIANT
ERR2032146,0.7378,OTHER
ERR2032147,0.7183,NORMAL
ERR2032148,0.8828,OTHER
ERR2032149,0.8978,DEVIANT
ERR2032151,0.8088,OTHER
ERR2032156,0.758,OTHER
ERR2032157,0.7313,OTHER
ERR2032158,0.6718,NORMAL
ERR2032161,0.634,NORMAL
ERR2032165,0.5945,NORMAL
ERR2032169,0.6813,NORMAL
ERR2032170,0.7064,NORMAL
ERR2032174,0.5497,NORMAL
ERR2032179,0.716,NORMAL
ERR2032183,0.721,NORMAL
ERR2032185,0.6156,NORMAL
ERR2032187,0.768,OTHER
ERR2032188,0.616,NORMAL
ERR2032192,0.7245,NORMAL
ERR2032193,0.6363,NORMAL
ERR2032198,0.7263,OTHER
ERR2032203,0.7137,NORMAL
ERR2032206,0.7442,OTHER
ERR2032209,0.7592,OTHER
ERR2032213,0.6349,NORMAL
ERR2032221,0.7353,OTHER
ERR2032224,0.7646,OTHER
ERR2032225,0.786,OTHER
ERR2032229,0.7213,NORMAL
ERR2032232,0.7838,OTHER
ERR2032233,0.6435,NORMAL
ERR2032236,0.8174,OTHER
ERR2032237,0.767,OTHER
ERR2032241,0.881,OTHER
ERR2032242,0.7576,OTHER
ERR2032245,0.6575,NORMAL
ERR2032262,0.6086,NORMAL
ERR2032266,0.6992,NORMAL
ERR2032268,0.766,OTHER
ERR2032276,0.6621,NORMAL
ERR2032279,0.7338,OTHER
ERR2032285,0.6282,NORMAL
ERR2032290,0.857,OTHER
ERR2032292,0.6453,NORMAL
ERR2032296,0.5796,NORMAL
ERR2032300,0.6761,NORMAL
ERR2032307,0.6868,NORMAL
ERR2032308,0.6505,NORMAL
ERR2032313,0.6492,NORMAL
ERR2032315,0.8929,DEVIANT
ERR2032316,0.6116,NORMAL
ERR2032322,0.6227,NORMAL
ERR2032326,0.5912,NORMAL
ERR2032331,0.8844,OTHER
ERR2032334,0.7917,OTHER
ERR2032338,0.5873,NORMAL
ERR2032342,0.7212,NORMAL
ERR2032354,0.8341,OTHER
ERR2032355,0.8548,OTHER
ERR2032359,0.7784,OTHER
ERR2032364,0.6857,NORMAL
ERR2032369,0.6871,NORMAL
ERR2032372,0.6576,NORMAL
ERR2032378,0.6861,NORMAL
ERR2032381,0.7035,NORMAL
ERR2032387,0.8363,OTHER
ERR2032390,0.6763,NORMAL
ERR2032393,0.6812,NORMAL
ERR2032396,0.6754,NORMAL
ERR2032401,0.6306,NORMAL
ERR2032404,0.6418,NORMAL
ERR2032420,0.7803,OTHER
ERR2032422,0.7639,OTHER
ERR2032424,0.6903,NORMAL
ERR2032428,0.7937,OTHER
ERR2032429,0.8006,OTHER
ERR2032433,0.7875,OTHER
ERR2032439,0.8255,OTHER
ERR2032462,0.614,NORMAL
ERR2032465,0.7385,OTHER
ERR2032471,0.7422,OTHER
ERR2032473,0.721,NORMAL
ERR2032477,0.693,NORMAL
ERR2032481,0.7297,OTHER
ERR2032489,0.7249,NORMAL
ERR2032492,0.7767,OTHER
ERR2032494,0.7232,NORMAL
ERR2032498,0.963,DEVIANT
ERR2032506,0.7685,OTHER
ERR2032514,0.9618,DEVIANT
ERR2032520,0.7453,OTHER
ERR2032521,0.6187,NORMAL
ERR2032522,0.659,NORMAL
ERR2032527,0.6967,NORMAL
ERR2032529,0.6148,NORMAL
ERR2032532,0.5986,NORMAL
ERR2032533,0.6965,NORMAL
ERR2032534,0.5874,NORMAL
ERR2032535,0.6762,NORMAL
ERR2032538,0.7777,OTHER
ERR2032540,0.951,DEVIANT
ERR2032541,0.6637,NORMAL
ERR2032544,0.6653,NORMAL
ERR2032546,0.8134,OTHER
ERR2032547,0.9663,DEVIANT
ERR2032549,0.6508,NORMAL
ERR2032550,0.7939,OTHER
ERR2032551,0.6699,NORMAL
ERR2032552,0.8668,OTHER
ERR2032554,0.7876,OTHER
ERR2032555,0.6562,NORMAL
ERR2032557,0.6911,NORMAL
ERR2032559,0.7884,OTHER
ERR2032563,0.8479,OTHER
ERR2032564,0.7082,NORMAL
ERR2032565,0.7474,OTHER
ERR2032566,0.7236,NORMAL
ERR2032567,0.6702,NORMAL
ERR2032568,0.5939,NORMAL
ERR2032569,0.6938,NORMAL
ERR2032570,0.7472,OTHER
ERR2032571,0.6773,NORMAL
ERR2032572,0.7791,OTHER
ERR2032573,0.7358,OTHER
ERR2032574,0.7354,OTHER
ERR2032575,0.8925,DEVIANT
ERR2032576,0.5926,NORMAL
ERR2032577,0.6591,NORMAL
ERR2032578,0.7524,OTHER
ERR2032579,0.5933,NORMAL
ERR2032580,0.6837,NORMAL
ERR2032581,0.8456,OTHER
ERR2032583,0.7696,OTHER
ERR2032585,0.7677,OTHER
ERR2032586,0.8427,OTHER
ERR2032588,0.6169,NORMAL
ERR2032590,0.7172,NORMAL
ERR2032592,0.7552,OTHER
ERR2032593,0.745,OTHER
ERR2032595,0.679,NORMAL
ERR2032597,0.7606,OTHER
ERR2032599,0.7038,NORMAL
ERR2032608,0.6486,NORMAL
ERR2032609,0.8731,OTHER
ERR2032613,0.545,NORMAL
ERR2032617,0.8406,OTHER
ERR2032635,0.7867,OTHER
ERR2032668,0.8221,OTHER
ERR2032697,0.688,NORMAL
ERR2032699,0.7904,OTHER
ERR2032700,0.6867,NORMAL
ERR2032706,0.6241,NORMAL
ERR2032707,0.7136,NORMAL
ERR2032717,0.7952,OTHER
ERR2032720,0.625,NORMAL
ERR2032722,0.5795,NORMAL
ERR2032725,0.736,OTHER
ERR2032726,0.7135,NORMAL
ERR2032727,0.7355,OTHER
ERR2032728,0.7663,OTHER
ERR2032730,0.7844,OTHER
ERR2032732,0.6131,NORMAL
ERR2032733,0.7733,OTHER
